Membership Type,Last 4 of CC,Transaction Date,Charge/Refund,Fee Category,Fee Type,Charge Amount,Original Charge Date,Original Charge Amount,Refund Amount,Net,Payment Status
24 Hour Kiosk,0130,2/3/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7708,2/3/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2853,2/4/13,Charge,Usage Fee,,$8.00,,$0.00,$0.00,$8.00,Processed
24 Hour Kiosk,2853,2/4/13,Charge,Usage Fee,,$8.00,,$0.00,$0.00,$8.00,Processed
24 Hour Kiosk,4662,2/4/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Kiosk,4662,2/4/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Kiosk,1863,2/4/13,Charge,Usage Fee,,$20.00,,$0.00,$0.00,$20.00,Processed
24 Hour Kiosk,1863,2/4/13,Charge,Usage Fee,,$20.00,,$0.00,$0.00,$20.00,Processed
24 Hour Kiosk,1618,2/4/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,1618,2/4/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,1618,2/4/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,1863,2/4/13,Charge,Usage Fee,,$18.00,,$0.00,$0.00,$18.00,Processed
24 Hour Pass,2179,2/4/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Pass,2179,2/4/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Kiosk,8372,2/4/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,8372,2/4/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,2293,2/4/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
Annual Membership,1002,2/4/13,Charge,Membership Fee,Annual Membership,$50.00,,$0.00,$0.00,$50.00,Processed
24 Hour Kiosk,9369,2/5/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,0235,2/5/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,8114,2/5/13,Charge,Usage Fee,,$12.00,,$0.00,$0.00,$12.00,Processed
24 Hour Kiosk,8114,2/5/13,Charge,Usage Fee,,$12.00,,$0.00,$0.00,$12.00,Processed
24 Hour Kiosk,1865,2/5/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,1865,2/5/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,4144,2/5/13,Charge,Usage Fee,,$12.00,,$0.00,$0.00,$12.00,Processed
24 Hour Kiosk,1821,2/5/13,Charge,Usage Fee,,$12.00,,$0.00,$0.00,$12.00,Processed
24 Hour Kiosk,1828,2/5/13,Charge,Usage Fee,,$12.00,,$0.00,$0.00,$12.00,Processed
24 Hour Kiosk,0388,2/5/13,Charge,Usage Fee,,$12.00,,$0.00,$0.00,$12.00,Processed
24 Hour Kiosk,9346,2/5/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9346,2/5/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7076,2/5/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7076,2/5/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
Annual Membership,1064,2/6/13,Charge,Membership Fee,Annual Membership,$50.00,,$0.00,$0.00,$50.00,Processed
24 Hour Kiosk,7406,2/7/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3218,2/7/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7076,2/7/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,7076,2/7/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,2173,2/8/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2783,2/8/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2783,2/8/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2783,2/8/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4499,2/9/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9859,2/9/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9103,2/9/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4559,2/9/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2173,2/10/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,2783,2/10/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,2783,2/10/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,2783,2/10/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,9859,2/11/13,Charge,Usage Fee,,$16.00,,$0.00,$0.00,$16.00,Processed
24 Hour Kiosk,4499,2/11/13,Charge,Usage Fee,,$16.00,,$0.00,$0.00,$16.00,Processed
24 Hour Kiosk,9103,2/11/13,Charge,Usage Fee,,$16.00,,$0.00,$0.00,$16.00,Processed
24 Hour Kiosk,4559,2/11/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,1821,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1821,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1821,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1821,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1869,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1480,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1480,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5733,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6638,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6638,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3043,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3043,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3043,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3043,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5983,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5069,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5746,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5069,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5069,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5069,2/16/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8214,2/17/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8678,2/17/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Pass,7158,2/17/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Pass,7158,2/17/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1409,2/17/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1409,2/17/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1409,2/17/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8944,2/17/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8944,2/17/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9510,2/17/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0532,2/17/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Pass,1635,2/17/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Pass,4182,2/17/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4182,2/17/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4182,2/17/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
Annual Membership,6372,2/17/13,Charge,Membership Fee,Annual Membership,$50.00,,$0.00,$0.00,$50.00,Processed
24 Hour Kiosk,1869,2/17/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7307,2/17/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7307,2/17/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7307,2/17/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5733,2/18/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,6638,2/18/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Kiosk,3043,2/18/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,3043,2/18/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,3043,2/18/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,3043,2/18/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,5983,2/18/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Kiosk,8214,2/19/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,8678,2/19/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,1409,2/19/13,Charge,Usage Fee,,$8.00,,$0.00,$0.00,$8.00,Processed
24 Hour Kiosk,8944,2/19/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Kiosk,8944,2/19/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Kiosk,0774,2/19/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0774,2/19/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4182,2/19/13,Charge,Usage Fee,,$8.00,,$0.00,$0.00,$8.00,Processed
24 Hour Pass,4182,2/19/13,Charge,Usage Fee,,$8.00,,$0.00,$0.00,$8.00,Processed
24 Hour Kiosk,7307,2/19/13,Charge,Usage Fee,,$8.00,,$0.00,$0.00,$8.00,Processed
24 Hour Kiosk,7307,2/19/13,Charge,Usage Fee,,$8.00,,$0.00,$0.00,$8.00,Processed
24 Hour Kiosk,7307,2/19/13,Charge,Usage Fee,,$8.00,,$0.00,$0.00,$8.00,Processed
24 Hour Kiosk,6077,2/21/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0462,2/21/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Pass,0523,2/22/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8428,2/22/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8428,2/22/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1867,2/22/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9064,2/22/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Pass,3870,2/22/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1779,2/22/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7610,2/22/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1940,2/22/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5425,2/22/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0336,2/23/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2623,2/23/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1090,2/23/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9756,2/23/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1174,2/23/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1174,2/23/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6077,2/23/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,2012,2/23/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0209,2/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9756,2/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8030,2/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9790,2/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9790,2/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6664,2/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6664,2/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Pass,0523,2/24/13,Charge,Usage Fee,,$10.00,,$0.00,$0.00,$10.00,Processed
24 Hour Kiosk,1779,2/24/13,Charge,Usage Fee,,$12.00,,$0.00,$0.00,$12.00,Processed
24 Hour Kiosk,7610,2/24/13,Charge,Usage Fee,,$10.00,,$0.00,$0.00,$10.00,Processed
24 Hour Kiosk,1940,2/24/13,Charge,Usage Fee,,$10.00,,$0.00,$0.00,$10.00,Processed
24 Hour Kiosk,5425,2/24/13,Charge,Usage Fee,,$10.00,,$0.00,$0.00,$10.00,Processed
24 Hour Pass,3870,2/24/13,Charge,Usage Fee,,$8.00,,$0.00,$0.00,$8.00,Processed
24 Hour Kiosk,0336,2/25/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,3374,2/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2623,2/25/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Kiosk,6385,2/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3172,2/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5733,2/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5788,2/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1090,2/25/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Kiosk,9756,2/25/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,1174,2/25/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,1174,2/25/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,9032,2/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9032,2/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9032,2/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
Annual Membership,6288,2/26/13,Charge,Membership Fee,Annual Membership,$50.00,,$0.00,$0.00,$50.00,Processed
24 Hour Kiosk,0209,2/26/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,9756,2/26/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,9790,2/26/13,Charge,Usage Fee,,$14.00,,$0.00,$0.00,$14.00,Processed
24 Hour Kiosk,9790,2/26/13,Charge,Usage Fee,,$14.00,,$0.00,$0.00,$14.00,Processed
24 Hour Pass,3469,2/26/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6664,2/26/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,6664,2/26/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,9392,2/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
Annual Membership,6808,2/27/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3410,2/27/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3410,2/27/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Pass,5945,2/27/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
Monthly Membership,2836,2/27/13,Charge,Membership Fee,Monthly Membership,$15.00,,$0.00,$0.00,$15.00,Processed
24 Hour Kiosk,3374,2/27/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,9359,2/27/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9359,2/27/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9359,2/27/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6385,2/27/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,3172,2/27/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,5733,2/27/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,5788,2/27/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,9032,2/27/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,9032,2/27/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,9032,2/27/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,6711,2/27/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6711,2/27/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6522,2/27/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Pass,9019,2/28/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3410,2/28/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3410,2/28/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8331,2/28/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1064,2/28/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9392,2/28/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
Annual Membership,2304,3/1/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
Annual Membership,0969,3/1/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
Annual Membership,6372,3/1/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,3410,3/1/13,Charge,Usage Fee,,$16.00,,$0.00,$0.00,$16.00,Processed
24 Hour Kiosk,3410,3/1/13,Charge,Usage Fee,,$16.00,,$0.00,$0.00,$16.00,Processed
24 Hour Kiosk,9762,3/1/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9762,3/1/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4695,3/1/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2607,3/1/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3416,3/1/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6711,3/1/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,6711,3/1/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,0428,3/2/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0901,3/2/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3410,3/2/13,Charge,Usage Fee,,$10.00,,$0.00,$0.00,$10.00,Processed
24 Hour Kiosk,3410,3/2/13,Charge,Usage Fee,,$10.00,,$0.00,$0.00,$10.00,Processed
24 Hour Kiosk,8599,3/2/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8599,3/2/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1064,3/2/13,Charge,Usage Fee,,$8.00,,$0.00,$0.00,$8.00,Processed
24 Hour Kiosk,1174,3/2/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1174,3/2/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7720,3/2/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7720,3/2/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4900,3/3/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8711,3/3/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8393,3/3/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8393,3/3/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0034,3/3/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0145,3/3/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
